,Date,SNP500_High_x,SNP500_Low_x,Bitcoin_High,Bitcoin_Low,Oil_High,Oil_Low,Gold_High,Gold_Low,SNP500_High_y,SNP500_Low_y,Interest
1034,11/29/2018,52.2,49.41,"8,182.0","7,754.1",52.2,49.41,"1,234.90","1,226.70",52.2,49.41,1.79
1035,11/28/2018,52.56,50.06,"7,783.1","7,366.7",52.56,50.06,"1,230.20","1,214.50",52.56,50.06,1.79
1036,11/27/2018,52.38,50.3,"7,501.0","7,345.6",52.38,50.3,"1,228.80","1,215.90",52.38,50.3,1.79
1037,11/26/2018,52.25,50.1,"7,433.1","7,291.4",52.25,50.1,"1,231.00","1,225.60",52.25,50.1,1.79
1038,11/23/2018,54.82,50.15,"7,402.9","6,884.1",54.82,50.15,"1,232.60","1,224.20",54.82,50.15,1.79
1039,11/22/2018,54.82,53.53,"7,209.6","6,901.4",54.82,53.53,"1,229.20","1,220.30",54.82,53.53,1.79
1040,11/21/2018,55.86,53.39,"7,259.4","7,180.0",55.86,53.39,"1,232.90","1,223.60",55.86,53.39,1.79
1041,11/20/2018,57.44,52.77,"7,331.0","7,167.4",57.44,52.77,"1,232.30","1,224.30",57.44,52.77,1.79
1042,11/19/2018,57.33,55.08,"7,420.9","7,244.1",57.33,55.08,"1,229.30","1,222.70",57.33,55.08,1.79
1043,11/16/2018,57.96,55.89,"7,518.9","7,303.0",57.96,55.89,"1,229.10","1,217.30",57.96,55.89,1.79
1044,11/15/2018,57.26,55.59,"7,375.9","7,256.5",57.26,55.59,"1,219.70","1,212.70",57.26,55.59,1.79
1045,11/14/2018,57.37,55.13,"7,293.8","7,128.5",57.37,55.13,"1,217.50","1,202.50",57.37,55.13,1.79
1046,11/13/2018,59.35,54.75,"7,414.3","7,177.3",59.35,54.75,"1,209.00","1,201.70",59.35,54.75,1.79
1047,11/12/2018,61.28,58.68,"7,542.4","7,150.9",61.28,58.68,"1,214.50","1,204.80",61.28,58.68,1.79
1048,11/09/2018,60.79,59.26,"7,433.2","7,185.7",60.79,59.26,"1,227.30","1,211.50",60.79,59.26,1.79
1049,11/08/2018,62.42,60.4,"7,684.0","7,276.2",62.42,60.4,"1,231.30","1,226.30",62.42,60.4,1.79
1050,11/07/2018,63.18,61.2,"7,501.1","7,142.0",63.18,61.2,"1,241.70","1,231.10",63.18,61.2,1.79
1051,11/06/2018,63.32,61.31,"7,197.6","7,129.6",63.32,61.31,"1,241.10","1,230.60",63.32,61.31,1.79
1052,11/05/2018,64.14,62.52,"7,218.4","7,107.7",64.14,62.52,"1,237.60","1,233.80",64.14,62.52,1.79
1053,11/02/2018,63.95,62.63,"7,354.0","7,039.3",63.95,62.63,"1,240.70","1,240.70",63.95,62.63,1.79
1054,11/01/2018,65.39,63.11,"7,387.7","6,462.2",65.39,63.11,"1,228.40","1,219.00",65.39,63.11,1.79
1055,10/31/2018,67.0,64.81,"6,943.5","6,575.0",67.0,64.81,"1,221.80","1,218.30",67.0,64.81,1.79
1056,10/30/2018,67.26,65.33,"7,153.1","6,864.6",67.26,65.33,"1,228.30","1,228.30",67.26,65.33,1.79
1057,10/29/2018,67.95,66.29,"7,175.8","7,033.8",67.95,66.29,"1,237.60","1,226.10",67.95,66.29,1.79
1058,10/26/2018,67.88,66.2,"7,267.4","7,043.3",67.88,66.2,"1,246.00","1,232.50",67.88,66.2,1.79
1059,10/25/2018,67.65,65.99,"7,288.0","7,200.3",67.65,65.99,"1,242.00","1,230.50",67.65,65.99,1.79
1060,10/24/2018,67.72,66.05,"7,272.4","7,124.6",67.72,66.05,"1,238.00","1,228.30",67.72,66.05,1.79
1061,10/23/2018,69.66,65.74,"7,284.4","7,168.8",69.66,65.74,"1,243.00","1,224.50",69.66,65.74,1.79
1062,10/22/2018,69.65,68.27,"7,400.3","7,192.1",69.65,68.27,"1,232.60","1,222.80",69.65,68.27,1.79
1063,10/19/2018,69.77,68.56,"7,626.0","7,321.6",69.77,68.56,"1,234.10","1,226.20",69.77,68.56,1.79
1064,10/18/2018,70.03,68.47,"7,576.4","7,416.7",70.03,68.47,"1,233.60","1,221.70",70.03,68.47,1.79
1065,10/17/2018,72.43,69.43,"7,595.7","7,489.6",72.43,69.43,"1,232.90","1,223.70",72.43,69.43,1.79
1066,10/16/2018,72.29,71.02,"7,552.1","7,329.8",72.29,71.02,"1,235.90","1,226.30",72.29,71.02,1.79
1067,10/15/2018,72.7,70.85,"7,476.3","7,184.0",72.7,70.85,"1,236.90","1,220.40",72.7,70.85,1.79
1068,10/12/2018,72.01,70.64,"7,702.2","7,113.6",72.01,70.64,"1,228.10","1,219.30",72.01,70.64,1.79
1069,10/11/2018,72.76,70.51,"7,389.4","7,227.1",72.76,70.51,"1,230.00","1,194.70",72.76,70.51,1.79
1070,10/10/2018,75.08,72.38,"7,433.8","7,173.6",75.08,72.38,"1,198.60","1,188.50",75.08,72.38,1.79
1071,10/09/2018,75.28,74.0,"7,546.5","7,244.4",75.28,74.0,"1,195.80","1,186.60",75.28,74.0,1.79
1072,10/08/2018,74.58,73.07,"7,787.7","7,472.7",74.58,73.07,"1,208.00","1,186.00",74.58,73.07,1.79
1073,10/05/2018,75.22,73.83,"7,825.3","7,412.3",75.22,73.83,"1,209.80","1,200.90",75.22,73.83,1.79
1074,10/04/2018,76.47,73.88,"7,639.5","7,380.6",76.47,73.88,"1,210.70","1,199.60",76.47,73.88,1.79
1075,10/03/2018,76.9,74.3,"7,636.9","6,875.4",76.9,74.3,"1,212.30","1,200.40",76.9,74.3,1.79
1076,10/02/2018,75.91,74.93,"7,329.5","7,045.1",75.91,74.93,"1,212.30","1,192.20",75.91,74.93,1.79
1077,10/01/2018,75.77,72.95,"7,352.8","6,534.8",75.77,72.95,"1,196.50","1,188.10",75.77,72.95,1.79
1078,09/28/2018,73.73,71.88,"7,344.1","6,894.9",73.73,71.88,"1,198.00","1,184.30",73.73,71.88,1.79
1079,09/27/2018,72.6,71.71,"7,342.5","7,093.7",72.6,71.71,"1,202.60","1,185.60",72.6,71.71,1.79
1080,09/26/2018,72.38,71.47,"7,700.9","6,818.5",72.38,71.47,"1,203.90","1,193.00",72.38,71.47,1.79
1081,09/25/2018,72.78,71.89,"8,129.6","7,519.7",72.78,71.89,"1,204.60","1,198.90",72.78,71.89,1.79
1082,09/24/2018,72.74,71.14,"8,223.0","8,074.2",72.74,71.14,"1,205.00","1,196.20",72.74,71.14,1.79
1083,09/21/2018,71.8,69.98,"8,245.6","8,032.8",71.8,69.98,"1,212.10","1,194.20",71.8,69.98,1.79
1084,09/20/2018,71.81,70.73,"8,516.3","8,110.4",71.81,70.73,"1,210.50","1,203.50",71.81,70.73,1.79
1085,09/19/2018,71.5,69.65,"8,631.7","8,413.0",71.5,69.65,"1,208.50","1,201.00",71.5,69.65,1.79
1086,09/18/2018,70.42,68.53,"8,532.8","8,450.7",70.42,68.53,"1,204.50","1,199.60",70.42,68.53,1.79
1087,09/17/2018,69.72,68.53,"8,761.8","8,437.1",69.72,68.53,"1,207.00","1,195.60",69.72,68.53,1.79
1088,09/14/2018,69.91,67.94,"8,799.8","8,615.8",69.91,67.94,"1,209.70","1,195.80",69.91,67.94,1.79
1089,09/13/2018,70.28,68.35,"8,829.7","8,721.1",70.28,68.35,"1,213.30","1,202.50",70.28,68.35,1.79
1090,09/12/2018,71.26,69.5,"8,841.2","8,615.7",71.26,69.5,"1,210.90","1,197.90",71.26,69.5,1.79
1091,09/11/2018,70.01,67.48,"9,066.4","8,649.4",70.01,67.48,"1,198.90","1,190.10",70.01,67.48,1.79
1092,09/10/2018,68.52,67.33,"9,092.9","8,763.5",68.52,67.33,"1,199.60","1,194.70",68.52,67.33,1.79
1093,09/07/2018,68.08,66.86,"8,877.5","8,746.9",68.08,66.86,"1,203.70","1,200.00",68.08,66.86,1.79
1094,09/06/2018,69.02,67.0,"9,254.8","8,722.4",69.02,67.0,"1,209.00","1,203.50",69.02,67.0,1.79
1095,09/05/2018,69.59,68.56,"9,367.0","9,130.0",69.59,68.56,"1,200.70","1,196.10",69.59,68.56,1.79
1096,09/04/2018,71.4,69.08,"9,424.6","9,262.7",71.4,69.08,"1,204.80","1,193.30",71.4,69.08,1.79
1097,09/03/2018,70.2,69.54,"9,452.7","9,193.9",70.2,69.54,"1,207.60","1,195.10",70.2,69.54,1.79
1098,08/31/2018,70.36,69.64,"9,359.1","9,095.0",70.36,69.64,"1,205.30","1,202.70",70.36,69.64,1.79
1099,08/30/2018,70.5,69.55,"9,356.7","9,201.2",70.5,69.55,"1,202.50","1,202.50",70.5,69.55,1.79
1100,08/29/2018,69.76,68.37,"9,270.4","9,057.2",69.76,68.37,"1,208.80","1,202.20",69.76,68.37,1.79
1101,08/28/2018,69.2,68.21,"9,378.9","8,959.6",69.2,68.21,"1,215.70","1,201.00",69.2,68.21,1.79
1102,08/27/2018,68.97,68.34,"9,411.3","9,018.4",68.97,68.34,"1,214.00","1,204.50",68.97,68.34,1.79
1103,08/24/2018,69.31,67.78,"9,531.3","9,125.3",69.31,67.78,"1,210.40","1,184.90",69.31,67.78,1.79
1104,08/23/2018,68.12,67.32,"9,866.9","9,202.5",68.12,67.32,"1,198.70","1,185.60",68.12,67.32,1.79
1105,08/22/2018,68.15,65.98,"9,773.2","9,081.0",68.15,65.98,"1,203.70","1,194.80",68.15,65.98,1.79
1106,08/21/2018,68.1,66.52,"10,540.0","8,061.8",68.1,66.52,"1,199.80","1,190.00",68.1,66.52,1.79
1107,08/20/2018,66.68,65.59,"8,697.7","7,404.9",66.68,65.59,"1,193.20","1,185.30",66.68,65.59,1.79
1108,08/17/2018,66.39,65.3,"7,501.5","7,366.3",66.39,65.3,"1,187.60","1,174.20",66.39,65.3,1.79
1109,08/16/2018,65.52,64.43,"8,055.0","7,329.2",65.52,64.43,"1,184.50","1,162.70",65.52,64.43,1.79
1110,08/15/2018,66.9,64.51,"8,289.1","8,017.7",66.9,64.51,"1,197.20","1,175.60",66.9,64.51,1.79
1111,08/14/2018,68.37,66.58,"8,315.3","8,155.7",68.37,66.58,"1,200.90","1,194.50",68.37,66.58,1.79
1112,08/13/2018,67.95,65.71,"8,288.5","7,889.6",67.95,65.71,"1,216.50","1,193.90",67.95,65.71,1.79
1113,08/10/2018,67.87,66.14,"8,060.2","7,892.4",67.87,66.14,"1,220.00","1,208.50",67.87,66.14,1.79
1114,08/09/2018,67.41,66.49,"8,116.4","7,842.0",67.41,66.49,"1,220.50","1,213.60",67.41,66.49,1.79
1115,08/08/2018,69.37,66.32,"8,118.2","7,944.4",69.37,66.32,"1,218.50","1,208.80",69.37,66.32,1.79
1116,08/07/2018,69.83,68.81,"8,185.9","7,929.8",69.83,68.81,"1,219.20","1,210.90",69.83,68.81,1.79
1117,08/06/2018,69.92,68.5,"8,400.2","8,139.5",69.92,68.5,"1,220.70","1,209.50",69.92,68.5,1.79
1118,08/03/2018,69.24,67.87,"8,374.3","8,222.2",69.24,67.87,"1,223.30","1,207.40",69.24,67.87,1.79
1119,08/02/2018,69.36,66.92,"8,450.2","8,190.6",69.36,66.92,"1,224.90","1,210.30",69.36,66.92,1.79
1120,08/01/2018,68.52,67.31,"8,394.8","8,260.9",68.52,67.31,"1,228.70","1,219.10",68.52,67.31,1.79
1121,07/31/2018,70.22,67.98,"8,751.1","8,249.7",70.22,67.98,"1,232.60","1,217.60",70.22,67.98,1.79
1122,07/30/2018,70.43,68.8,"8,638.5","8,438.7",70.43,68.8,"1,229.10","1,223.10",70.43,68.8,1.79
1123,07/27/2018,69.77,68.26,"8,655.9","8,122.7",69.77,68.26,"1,230.10","1,220.00",69.77,68.26,1.79
1124,07/26/2018,69.92,68.92,"8,323.1","8,118.1",69.92,68.92,"1,237.70","1,224.90",69.92,68.92,1.79
1125,07/25/2018,69.7,68.2,"8,293.5","7,797.0",69.7,68.2,"1,236.70","1,226.70",69.7,68.2,1.79
1126,07/24/2018,69.05,67.56,"8,145.5","7,834.9",69.05,67.56,"1,232.20","1,221.00",69.05,67.56,1.79
1127,07/23/2018,69.31,67.6,"8,185.1","8,030.6",69.31,67.6,"1,237.40","1,224.80",69.31,67.6,1.79
1128,07/20/2018,71.1,69.37,"8,233.6","8,041.4",71.1,69.37,"1,234.50","1,218.90",71.1,69.37,1.79
1129,07/19/2018,70.17,67.8,"8,391.7","8,090.1",70.17,67.8,"1,231.20","1,213.40",70.17,67.8,1.79
1130,07/18/2018,69.06,67.04,"8,374.0","8,167.7",69.06,67.04,"1,230.70","1,223.80",69.06,67.04,1.79
1131,07/17/2018,68.44,67.03,"8,486.2","8,187.9",68.44,67.03,"1,247.40","1,228.80",68.44,67.03,1.79
1132,07/16/2018,70.87,67.58,"8,318.5","7,749.0",70.87,67.58,"1,248.00","1,241.00",70.87,67.58,1.79
1133,07/13/2018,71.66,69.84,"8,226.8","7,922.1",71.66,69.84,"1,250.50","1,239.50",71.66,69.84,1.79
1134,07/12/2018,71.24,69.23,"8,297.2","8,031.1",71.24,69.23,"1,250.50","1,244.70",71.24,69.23,1.79
1135,07/11/2018,74.26,70.02,"8,257.4","7,882.1",74.26,70.02,"1,256.50","1,244.70",74.26,70.02,1.79
1136,07/10/2018,74.7,73.65,"8,463.1","7,773.6",74.7,73.65,"1,263.50","1,251.30",74.7,73.65,1.79
1137,07/09/2018,74.28,72.99,"8,729.8","8,245.1",74.28,72.99,"1,269.80","1,260.40",74.28,72.99,1.79
1138,07/06/2018,74.01,72.14,"9,793.8","8,069.4",74.01,72.14,"1,262.70","1,257.80",74.01,72.14,1.79
1139,07/05/2018,74.9,72.53,"10,048.8","9,656.3",74.9,72.53,"1,263.60","1,256.90",74.9,72.53,1.79
1140,07/04/2018,74.76,73.52,"10,075.0","9,870.9",74.76,73.52,"1,261.00","1,252.20",74.76,73.52,1.79
1141,07/03/2018,75.27,72.73,"10,177.9","9,939.8",75.27,72.73,"1,259.30","1,242.10",75.27,72.73,1.79
1142,07/02/2018,74.35,72.51,"10,279.5","10,088.6",74.35,72.51,"1,257.40","1,244.10",74.35,72.51,1.79
1143,06/29/2018,74.46,72.93,"10,297.6","9,707.6",74.46,72.93,"1,257.30","1,257.30",74.46,72.93,1.79
1144,06/28/2018,74.03,72.2,"10,257.5","10,119.3",74.03,72.2,"1,253.80","1,253.80",74.03,72.2,1.79
1145,06/27/2018,73.06,70.56,"10,273.6","10,153.5",73.06,70.56,"1,261.90","1,252.20",73.06,70.56,1.79
1146,06/26/2018,70.91,67.72,"10,360.5","10,108.5",70.91,67.72,"1,269.40","1,256.40",70.91,67.72,1.79
1147,06/25/2018,69.44,67.78,"10,360.4","10,272.0",69.44,67.78,"1,274.40","1,265.50",69.44,67.78,1.79
1148,06/22/2018,69.38,65.71,"10,421.4","10,253.7",69.38,65.71,"1,273.10","1,268.40",69.38,65.71,1.79
1149,06/21/2018,66.22,64.34,"10,441.4","10,174.1",66.22,64.34,"1,272.30","1,262.40",66.22,64.34,1.79
1150,06/20/2018,66.53,65.01,"10,447.9","10,051.0",66.53,65.01,"1,278.60","1,269.60",66.53,65.01,1.79
1151,06/19/2018,65.9,64.39,"10,257.5","9,908.9",65.9,64.39,"1,286.80","1,272.60",65.9,64.39,1.79
1152,06/18/2018,65.98,63.59,"10,379.8","9,970.7",65.98,63.59,"1,284.90","1,279.50",65.98,63.59,1.79
1153,06/15/2018,67.09,64.29,"10,478.0","10,095.7",67.09,64.29,"1,306.70","1,277.90",67.09,64.29,1.79
1154,06/14/2018,67.16,66.36,"10,578.0","10,266.3",67.16,66.36,"1,313.00","1,301.00",67.16,66.36,1.79
1155,06/13/2018,66.89,65.52,"10,556.4","10,302.3",66.89,65.52,"1,305.20","1,294.50",66.89,65.52,1.79
1156,06/12/2018,66.7,65.87,"10,896.2","10,227.4",66.7,65.87,"1,304.80","1,296.30",66.7,65.87,1.79
1157,06/11/2018,66.35,64.85,"10,630.7","10,469.9",66.35,64.85,"1,307.00","1,297.80",66.35,64.85,1.79
1158,06/08/2018,66.24,65.15,"10,783.6","10,388.6",66.24,65.15,"1,304.80","1,296.00",66.24,65.15,1.79
1159,06/07/2018,66.07,64.81,"10,756.8","10,283.5",66.07,64.81,"1,307.80","1,299.00",66.07,64.81,1.79
1160,06/06/2018,65.96,64.27,"10,431.5","9,720.3",65.96,64.27,"1,306.10","1,297.70",65.96,64.27,1.79
1161,06/05/2018,65.57,64.22,"9,799.5","9,533.6",65.57,64.22,"1,304.80","1,293.50",65.57,64.22,1.79
1162,06/04/2018,66.04,64.57,"9,677.5","9,457.3",66.04,64.57,"1,302.30","1,293.80",66.04,64.57,1.79
1163,06/01/2018,67.34,65.51,"9,675.7","9,370.2",67.34,65.51,"1,304.80","1,293.10",67.34,65.51,1.79
1164,05/31/2018,68.3,66.56,"9,729.1","9,343.0",68.3,66.56,"1,311.50","1,301.00",68.3,66.56,1.79
1165,05/30/2018,68.67,66.35,"10,271.3","9,629.6",68.67,66.35,"1,308.80","1,300.00",68.67,66.35,1.79
1166,05/29/2018,67.55,65.8,"10,387.6","10,060.2",67.55,65.8,"1,309.00","1,294.70",67.55,65.8,1.79
1167,05/28/2018,67.41,65.81,"10,568.2","10,136.0",67.41,65.81,"1,306.10","1,291.40",67.41,65.81,1.79
1168,05/25/2018,70.8,67.42,"10,415.9","9,917.5",70.8,67.42,"1,309.60","1,302.30",70.8,67.42,1.79
1169,05/24/2018,72.0,70.52,"10,434.3","9,921.4",72.0,70.52,"1,309.10","1,295.30",72.0,70.52,1.79
1170,05/23/2018,72.26,71.19,"10,218.2","9,777.0",72.26,71.19,"1,299.40","1,289.60",72.26,71.19,1.79
1171,05/22/2018,72.83,71.9,"10,797.8","9,908.0",72.83,71.9,"1,298.00","1,289.90",72.83,71.9,1.79
1172,05/21/2018,72.59,71.25,"10,941.6","10,581.0",72.59,71.25,"1,295.10","1,284.60",72.59,71.25,1.79
1173,05/18/2018,71.75,70.99,"10,923.9","10,267.8",71.75,70.99,"1,296.20","1,288.70",71.75,70.99,1.79
1174,05/17/2018,72.3,71.09,"10,494.9","10,086.7",72.3,71.09,"1,296.30","1,287.00",72.3,71.09,1.79
1175,05/16/2018,71.59,70.66,"10,460.7","10,016.3",71.59,70.66,"1,298.90","1,289.10",71.59,70.66,1.79
1176,05/15/2018,71.92,70.42,"10,734.0","9,788.6",71.92,70.42,"1,317.20","1,292.10",71.92,70.42,1.79
1177,05/14/2018,71.26,70.26,"10,448.2","9,580.1",71.26,70.26,"1,325.20","1,316.00",71.26,70.26,1.79
1178,05/11/2018,71.63,70.45,"10,894.5","9,965.5",71.63,70.45,"1,328.40","1,320.80",71.63,70.45,1.79
1179,05/10/2018,71.89,70.56,"11,445.6","10,793.2",71.89,70.56,"1,325.50","1,314.00",71.89,70.56,1.79
1180,05/09/2018,71.36,69.85,"11,508.6","11,267.3",71.36,69.85,"1,320.60","1,309.00",71.36,69.85,1.79
1181,05/08/2018,70.4,67.63,"11,728.4","11,146.1",70.4,67.63,"1,321.20","1,309.70",70.4,67.63,1.79
1182,05/07/2018,70.84,69.51,"12,185.0","11,281.6",70.84,69.51,"1,323.00","1,315.50",70.84,69.51,1.79
1183,05/04/2018,69.97,68.12,"12,225.3","11,885.0",69.97,68.12,"1,317.80","1,312.80",69.97,68.12,1.79
1184,05/03/2018,68.6,67.21,"12,236.6","11,727.0",68.6,67.21,"1,321.50","1,312.10",68.6,67.21,1.79
1185,05/02/2018,68.14,66.92,"12,114.5","11,406.4",68.14,66.92,"1,316.00","1,307.90",68.14,66.92,1.79
1186,05/01/2018,68.9,66.85,"12,291.9","11,237.0",68.9,66.85,"1,311.40","1,311.00",68.9,66.85,1.79
1187,04/30/2018,69.34,67.17,"11,922.3","10,934.8",69.34,67.17,"1,322.30","1,322.30",69.34,67.17,1.79
1188,04/27/2018,68.36,67.64,"11,017.7","10,568.8",68.36,67.64,"1,326.50","1,326.50",68.36,67.64,1.79
1189,04/26/2018,68.78,67.71,"10,893.6","10,504.5",68.78,67.71,"1,328.00","1,316.20",68.78,67.71,1.79
1190,04/25/2018,68.18,67.11,"10,664.8","10,330.5",68.18,67.11,"1,333.80","1,320.20",68.18,67.11,1.79
1191,04/24/2018,69.38,67.54,"10,459.0","9,890.6",69.38,67.54,"1,334.50","1,323.60",69.38,67.54,1.79
1192,04/23/2018,69.03,67.14,"10,100.0","9,562.4",69.03,67.14,"1,337.60","1,323.80",69.03,67.14,1.79
1193,04/20/2018,68.62,67.5,"9,703.0","9,483.0",68.62,67.5,"1,348.90","1,337.00",68.62,67.5,1.79
1194,04/19/2018,69.56,67.98,"9,835.4","9,502.5",69.56,67.98,"1,357.70","1,343.20",69.56,67.98,1.79
1195,04/18/2018,68.91,66.56,"9,798.5","9,401.1",68.91,66.56,"1,359.00","1,345.00",68.91,66.56,1.79
1196,04/17/2018,66.75,65.56,"10,232.3","9,389.1",66.75,65.56,"1,352.20","1,340.20",66.75,65.56,1.79
1197,04/16/2018,67.74,66.13,"10,436.1","9,724.2",67.74,66.13,"1,353.50","1,342.80",67.74,66.13,1.79
1198,04/13/2018,67.76,66.7,"10,203.5","9,776.6",67.76,66.7,"1,350.30","1,335.50",67.76,66.7,1.79
1199,04/12/2018,67.33,66.0,"9,945.3","9,584.0",67.33,66.0,"1,356.70","1,336.70",67.33,66.0,1.79
1200,04/11/2018,67.45,65.15,"10,414.7","9,865.4",67.45,65.15,"1,369.40","1,342.50",67.45,65.15,1.79
1201,04/10/2018,65.86,63.2,"10,806.3","10,196.5",65.86,63.2,"1,346.20","1,334.20",65.86,63.2,1.79
1202,04/09/2018,63.61,61.93,"10,883.8","10,442.5",63.61,61.93,"1,341.50","1,330.10",63.61,61.93,1.79
1203,04/06/2018,63.79,61.81,"11,155.6","10,462.0",63.79,61.81,"1,339.10","1,322.60",63.79,61.81,1.79
1204,04/05/2018,64.12,63.07,"10,758.4","10,160.7",64.12,63.07,"1,338.70","1,326.00",64.12,63.07,1.79
1205,04/04/2018,63.64,62.06,"10,787.1","9,390.0",63.64,62.06,"1,352.50","1,335.20",63.64,62.06,1.79
1206,04/03/2018,63.86,62.86,"9,983.6","9,082.6",63.86,62.86,"1,346.60","1,332.70",63.86,62.86,1.79
1207,04/02/2018,65.42,62.8,"11,019.5","9,375.3",65.42,62.8,"1,349.20","1,329.00",65.42,62.8,1.79
1208,03/29/2018,65.26,64.16,"11,064.7","9,885.4",65.26,64.16,"1,332.60","1,325.40",65.26,64.16,1.79
1209,03/28/2018,65.13,63.72,"11,448.7","10,128.9",65.13,63.72,"1,352.20","1,327.70",65.13,63.72,1.79
1210,03/27/2018,66.41,64.53,"11,798.4","10,839.4",66.41,64.53,"1,358.50","1,342.40",66.41,64.53,1.79
1211,03/26/2018,66.55,65.08,"11,881.4","11,109.8",66.55,65.08,"1,358.30","1,346.50",66.55,65.08,1.79
1212,03/23/2018,66.0,64.11,"12,111.6","11,029.0",66.0,64.11,"1,352.80","1,332.00",66.0,64.11,1.79
1213,03/22/2018,65.74,64.14,"13,134.4","11,594.9",65.74,64.14,"1,337.30","1,327.10",65.74,64.14,1.79
1214,03/21/2018,65.55,63.58,"12,772.9","12,111.2",65.55,63.58,"1,339.30","1,312.30",65.55,63.58,1.79
1215,03/20/2018,63.81,62.08,"12,332.3","11,304.8",63.81,62.08,"1,319.60","1,309.30",63.81,62.08,1.79
1216,03/19/2018,62.35,61.36,"11,524.6","11,108.1",62.35,61.36,"1,321.50","1,310.00",62.35,61.36,1.79
1217,03/16/2018,62.54,61.08,"11,650.2","10,967.9",62.54,61.08,"1,323.30","1,312.00",62.54,61.08,1.79
1218,03/15/2018,61.54,60.82,"11,381.8","10,810.3",61.54,60.82,"1,330.20","1,318.00",61.54,60.82,1.79
1219,03/14/2018,61.33,60.11,"11,948.0","11,087.1",61.33,60.11,"1,332.90","1,325.40",61.33,60.11,1.79
1220,03/13/2018,61.97,60.27,"11,931.8","10,835.9",61.97,60.27,"1,330.70","1,317.00",61.97,60.27,1.79
1221,03/12/2018,62.33,60.67,"10,923.5","9,728.5",62.33,60.67,"1,326.90","1,318.70",62.33,60.67,1.79
1222,03/09/2018,62.18,60.14,"11,254.5","10,041.6",62.18,60.14,"1,327.90","1,316.60",62.18,60.14,1.79
1223,03/08/2018,61.4,59.95,"12,179.3","10,765.4",61.4,59.95,"1,331.70","1,323.10",61.4,59.95,1.79
1224,03/07/2018,62.58,60.58,"12,422.9","11,490.8",62.58,60.58,"1,344.00","1,326.50",62.58,60.58,1.79
1225,03/06/2018,63.28,62.17,"12,461.8","10,970.5",63.28,62.17,"1,342.40","1,325.70",63.28,62.17,1.79
1226,03/05/2018,62.79,61.1,"13,422.0","10,493.5",62.79,61.1,"1,331.10","1,322.80",62.79,61.1,1.79
1227,03/02/2018,61.6,60.13,"13,929.8","11,747.3",61.6,60.13,"1,328.60","1,319.90",61.6,60.13,1.79
1228,03/01/2018,61.83,60.18,"11,833.9","11,033.7",61.83,60.18,"1,324.10","1,308.30",61.83,60.18,1.79
1229,02/28/2018,63.44,61.36,"11,114.4","10,622.6",63.44,61.36,"1,323.80","1,323.80",63.44,61.36,1.79
1230,02/27/2018,64.08,62.64,"11,361.3","10,557.8",64.08,62.64,"1,321.40","1,321.40",64.08,62.64,1.79
1231,02/26/2018,64.24,63.06,"11,160.5","10,031.3",64.24,63.06,"1,342.90","1,328.00",64.24,63.06,1.79
1232,02/23/2018,63.73,62.33,"10,184.3","9,517.4",63.73,62.33,"1,334.20","1,327.70",63.73,62.33,1.79
1233,02/22/2018,63.09,60.75,"9,583.9","9,188.4",63.09,60.75,"1,334.40","1,322.90",63.09,60.75,1.79
1234,02/21/2018,61.86,60.92,"9,295.1","9,044.0",61.86,60.92,"1,338.50","1,324.40",61.86,60.92,1.79
1235,02/20/2018,62.74,61.58,"9,336.1","8,962.7",62.74,61.58,"1,354.00","1,330.60",62.74,61.58,1.79
1236,02/19/2018,62.49,61.67,"9,438.1","8,959.8",62.49,61.67,"1,354.00","1,330.60",62.49,61.67,1.79
1237,02/16/2018,61.99,60.88,"8,856.7","8,582.3",61.99,60.88,"1,364.40","1,347.30",61.99,60.88,1.79
1238,02/15/2018,61.64,59.72,"8,685.3","8,153.2",61.64,59.72,"1,359.80","1,350.80",61.64,59.72,1.79
1239,02/14/2018,60.9,58.2,"8,306.1","8,028.6",60.9,58.2,"1,358.60","1,319.10",60.9,58.2,1.79
1240,02/13/2018,59.73,58.39,"8,198.1","7,805.8",59.73,58.39,"1,333.50","1,323.70",59.73,58.39,1.79
1241,02/12/2018,60.83,59.1,"8,010.4","7,714.5",60.83,59.1,"1,330.00","1,316.30",60.83,59.1,1.79
1242,02/09/2018,60.77,58.07,"8,012.8","7,523.6",60.77,58.07,"1,325.00","1,313.20",60.77,58.07,1.79
1243,02/08/2018,62.09,60.27,"7,937.5","7,516.9",62.09,60.27,"1,324.50","1,309.00",62.09,60.27,1.79
1244,02/07/2018,64.18,61.25,"8,044.4","7,770.5",64.18,61.25,"1,334.80","1,313.50",64.18,61.25,1.79
1245,02/06/2018,64.29,63.12,"8,099.4","7,749.4",64.29,63.12,"1,349.30","1,322.80",64.29,63.12,1.79
1246,02/05/2018,65.4,63.42,"7,861.4","7,480.4",65.4,63.42,"1,344.80","1,331.60",65.4,63.42,1.79
1247,02/02/2018,66.3,64.47,"7,885.0","7,590.4",66.3,64.47,"1,353.30","1,330.10",66.3,64.47,1.79
1248,02/01/2018,66.25,64.63,"8,118.1","7,494.0",66.25,64.63,"1,354.30","1,340.20",66.25,64.63,1.79
1249,01/31/2018,64.94,63.67,"8,734.9","8,102.7",64.94,63.67,"1,351.00","1,335.50",64.94,63.67,1.79
1250,01/30/2018,65.56,63.89,"8,807.7","8,534.8",65.56,63.89,"1,352.50","1,337.50",65.56,63.89,1.79
