,Date,SNP500_High,SNP500_Low,Bitcoin_High,Bitcoin_Low,Oil_High,Oil_Low,Gold_High,Gold_Low,EURO_To_USD_Rate,Interest
1442,05/02/2017,49.28,47.35,5747.7,5539.7,49.28,47.35,1259.5,1254.7,1.093,1.0
1443,05/01/2017,49.32,48.59,5878.5,5384.1,49.32,48.59,1267.7,1257.0,1.0899,1.0
1444,04/28/2017,49.76,48.8,6453.3,5619.2,49.76,48.8,1270.5,1267.3,1.0897,1.0
1445,04/27/2017,49.43,48.2,6466.8,6386.7,49.43,48.2,1267.6,1267.6,1.0873,1.0
1446,04/26/2017,50.2,48.94,6475.9,6409.4,50.2,48.94,1272.8,1260.7,1.0903,1.0
1447,04/25/2017,49.83,48.87,6451.7,6359.0,49.83,48.87,1279.9,1262.8,1.0926,1.0
1448,04/24/2017,50.22,49.03,6461.7,6411.7,50.22,49.03,1280.0,1266.0,1.0867,1.0
1449,04/21/2017,50.93,49.2,6496.1,6390.0,50.93,49.2,1290.1,1280.0,1.0728,1.0
1450,04/20/2017,50.97,50.18,6577.3,6466.3,50.97,50.18,1285.2,1278.0,1.0717,1.0
1451,04/19/2017,52.65,50.09,6594.3,6502.0,52.65,50.09,1292.7,1275.4,1.0711,1.0
1452,04/18/2017,52.85,52.1,6509.6,6441.6,52.85,52.1,1294.4,1280.6,1.0734,1.0
1453,04/17/2017,53.21,52.55,6489.2,6431.7,53.21,52.55,1297.4,1283.1,1.0644,1.0
1454,04/13/2017,53.39,52.82,6508.9,6359.7,53.39,52.82,1290.7,1283.8,1.0614,1.0
1455,04/12/2017,53.76,52.71,6429.5,6346.2,53.76,52.71,1289.0,1273.8,1.0666,1.0
1456,04/11/2017,53.45,52.7,6444.3,6390.9,53.45,52.7,1277.4,1254.7,1.0602,1.0
1457,04/10/2017,53.18,52.29,6421.8,6354.2,53.18,52.29,1258.9,1248.2,1.0596,1.0
1458,04/07/2017,52.94,51.49,6405.7,6257.8,52.94,51.49,1273.3,1252.4,1.059,1.0
1459,04/06/2017,51.82,50.77,6469.9,6316.5,51.82,50.77,1260.9,1251.3,1.0644,1.0
1460,04/05/2017,51.88,50.74,6498.4,6310.5,51.88,50.74,1259.3,1245.4,1.0663,1.0
1461,04/04/2017,51.3,49.88,6502.2,6461.2,51.3,49.88,1263.7,1255.5,1.0673,1.0
1462,04/03/2017,50.83,50.12,6534.0,6473.7,50.83,50.12,1255.9,1246.4,1.0671,1.0
1463,03/31/2017,50.85,49.9,6570.5,6498.5,50.85,49.9,1252.8,1241.5,1.0652,1.0
1464,03/30/2017,50.47,49.27,6544.8,6491.5,50.47,49.27,1256.5,1244.2,1.0675,1.0
1465,03/29/2017,49.63,48.38,6593.8,6522.6,49.63,48.38,1255.9,1248.7,1.0767,1.0
1466,03/28/2017,48.74,47.8,6573.6,6500.5,48.74,47.8,1259.8,1249.0,1.0813,1.0
1467,03/27/2017,48.28,47.08,6612.7,6529.5,48.28,47.08,1262.4,1247.7,1.0865,1.0
1468,03/24/2017,48.2,47.54,6643.1,6568.0,48.2,47.54,1252.5,1242.5,1.0799,1.0
1469,03/23/2017,48.48,47.58,6593.7,6495.9,48.48,47.58,1254.5,1244.3,1.0783,1.0
1470,03/22/2017,48.32,47.01,6603.2,6506.9,48.32,47.01,1252.5,1246.0,1.0797,1.0
1471,03/21/2017,48.73,47.23,6736.3,6530.6,48.73,47.23,1248.8,1228.4,1.0811,1.0
1472,03/20/2017,48.74,47.84,6745.9,6637.8,48.74,47.84,1236.2,1231.6,1.0739,1.0
1473,03/17/2017,49.2,48.6,6836.7,6645.4,49.2,48.6,1232.7,1225.8,1.0738,1.0
1474,03/16/2017,49.62,48.45,7358.4,6300.2,49.62,48.45,1234.0,1220.0,1.0766,1.0
1475,03/15/2017,49.04,48.16,6390.9,6300.0,49.04,48.16,1223.0,1198.3,1.0735,1.0
1476,03/14/2017,48.79,47.09,6329.3,6282.8,48.79,47.09,1208.5,1198.6,1.0604,1.0
1477,03/13/2017,48.68,47.9,6344.8,6206.8,48.68,47.9,1211.6,1204.6,1.0654,1.0
1478,03/10/2017,50.11,48.31,6622.5,6206.2,50.11,48.31,1206.4,1197.2,1.0672,1.0
1479,03/09/2017,50.84,48.59,6653.5,6526.0,50.84,48.59,1209.3,1201.5,1.0577,1.0
1480,03/08/2017,52.92,50.05,6678.9,6613.3,52.92,50.05,1219.0,1208.4,1.0541,1.0
1481,03/07/2017,53.8,52.71,6699.5,6589.9,53.8,52.71,1227.1,1215.6,1.0566,1.0
1482,03/06/2017,53.56,52.76,6633.9,6523.8,53.56,52.76,1236.4,1227.1,1.0581,1.0
1483,03/03/2017,53.39,52.55,6661.5,6550.4,53.39,52.55,1237.9,1224.9,1.0623,1.0
1484,03/02/2017,53.8,52.54,6682.3,6537.6,53.8,52.54,1249.4,1234.2,1.0507,1.0
1485,03/01/2017,54.44,53.63,6653.0,6487.8,54.44,53.63,1252.7,1240.2,1.0547,1.0
1486,02/28/2017,54.23,53.18,6563.5,6429.6,54.23,53.18,1258.4,1252.9,1.0577,1.0
1487,02/27/2017,54.61,53.94,6645.7,6034.9,54.61,53.94,1260.4,1260.4,1.0587,1.0
1488,02/24/2017,54.51,53.76,6674.7,6072.7,54.51,53.76,1261.2,1248.8,1.0563,1.0
1489,02/23/2017,54.94,53.87,6673.9,6533.5,54.94,53.87,1252.2,1236.4,1.0581,1.0
1490,02/22/2017,54.6,53.35,6648.4,6464.4,54.6,53.35,1241.9,1231.5,1.0556,1.0
1491,02/21/2017,54.68,53.35,6809.2,6538.6,54.68,53.35,1240.2,1226.8,1.0537,1.0
1492,02/20/2017,54.24,53.73,6738.3,6428.8,54.24,53.73,1240.2,1226.8,1.0614,1.0
1493,02/17/2017,53.52,52.88,6590.6,5977.0,53.52,52.88,1245.1,1235.3,1.0614,1.0
1494,02/16/2017,53.59,52.68,6728.1,6559.1,53.59,52.68,1243.7,1233.3,1.0674,1.0
1495,02/15/2017,53.51,52.73,6789.4,6666.4,53.51,52.73,1234.9,1217.5,1.0601,1.0
1496,02/14/2017,53.72,52.86,6833.3,6635.5,53.72,52.86,1236.0,1222.7,1.0577,1.0
1497,02/13/2017,53.95,52.77,6780.5,6489.8,53.95,52.77,1234.4,1220.3,1.0598,1.0
1498,02/10/2017,54.13,52.9,6537.5,6346.4,54.13,52.9,1238.9,1222.6,1.0641,1.0
1499,02/09/2017,53.21,52.37,6478.7,6144.5,53.21,52.37,1246.2,1226.1,1.0656,1.0
1500,02/08/2017,52.67,51.22,6388.8,6228.8,52.67,51.22,1246.6,1231.3,1.0699,1.0
1501,02/07/2017,53.24,51.63,6533.5,6215.9,53.24,51.63,1237.5,1229.2,1.0681,1.0
1502,02/06/2017,54.13,52.91,6520.8,6406.2,54.13,52.91,1237.5,1220.8,1.075,1.0
1503,02/03/2017,54.22,53.4,6562.9,6470.3,54.22,53.4,1223.2,1208.3,1.0784,1.0
1504,02/02/2017,54.34,53.35,6579.4,6412.1,54.34,53.35,1227.5,1210.2,1.0758,1.0
1505,02/01/2017,53.91,52.64,6867.3,6337.8,53.91,52.64,1215.0,1199.7,1.0769,1.0
1506,01/31/2017,53.56,52.24,6353.5,6204.5,53.56,52.24,1217.4,1195.6,1.0798,1.0
1507,01/30/2017,53.46,52.41,6391.8,6189.6,53.46,52.41,1201.3,1190.0,1.0695,1.0
1508,01/27/2017,54.08,52.58,6358.5,6237.3,54.08,52.58,1192.4,1181.7,1.0699,1.0
1509,01/26/2017,54.06,52.79,6432.6,6148.8,54.06,52.79,1203.1,1185.1,1.0682,1.0
1510,01/25/2017,53.47,52.56,6484.3,6132.3,53.47,52.56,1209.8,1193.9,1.0748,1.0
1511,01/24/2017,53.56,52.67,6540.6,6316.2,53.56,52.67,1220.6,1207.5,1.0731,1.0
1512,01/23/2017,53.47,52.21,6732.9,6337.8,53.47,52.21,1220.0,1210.4,1.0765,1.0
1513,01/20/2017,52.9,51.39,7407.5,6691.8,52.9,51.39,1215.9,1199.7,1.0703,1.0
1514,01/19/2017,51.87,51.02,7409.9,7234.5,51.87,51.02,1207.4,1197.3,1.0664,1.0
1515,01/18/2017,52.79,50.91,7330.7,7182.8,52.79,50.91,1218.2,1203.6,1.0631,1.0
1516,01/17/2017,53.52,52.12,7334.8,7117.3,53.52,52.12,1220.0,1200.8,1.0713,1.0
1517,01/16/2017,52.72,52.13,7264.3,7020.4,52.72,52.13,1218.9,1198.0,1.0603,1.0
1518,01/13/2017,53.17,52.27,7050.2,6798.0,53.17,52.27,1201.8,1189.4,1.0644,1.0
1519,01/12/2017,53.5,52.12,7121.4,6926.7,53.5,52.12,1208.1,1193.4,1.0613,1.0
1520,01/11/2017,52.78,50.75,7129.7,6861.2,52.78,50.75,1199.8,1178.8,1.0582,1.0
1521,01/10/2017,52.37,50.71,6902.9,6650.4,52.37,50.71,1191.2,1181.9,1.0554,1.0
1522,01/09/2017,53.83,51.76,6892.7,6573.1,53.83,51.76,1187.2,1174.6,1.0574,1.0
1523,01/06/2017,54.32,53.32,6783.4,6655.3,54.32,53.32,1180.1,1172.6,1.0533,1.0
1524,01/05/2017,54.12,52.79,6721.2,6472.8,54.12,52.79,1186.5,1165.3,1.0607,1.0
1525,01/04/2017,53.43,52.15,6550.2,6359.2,53.43,52.15,1168.5,1158.1,1.0488,1.0
1526,01/03/2017,55.24,52.11,6840.8,6304.8,55.24,52.11,1165.0,1148.1,1.0406,1.0
1527,12/30/2016,54.09,53.41,6516.4,6255.9,54.09,53.41,1162.2,1153.0,1.0516,0.39
1528,12/29/2016,54.21,53.46,6534.8,6316.0,54.21,53.46,1163.1,1145.5,1.0492,0.39
1529,12/28/2016,54.37,53.56,6626.4,6295.5,54.37,53.56,1145.1,1137.1,1.0412,0.39
1530,12/27/2016,54.1,53.03,6581.7,6291.8,54.1,53.03,1151.7,1132.8,1.0457,0.39
1531,12/23/2016,53.28,52.26,6592.8,6177.9,53.28,52.26,1137.3,1129.5,1.0457,0.39
1532,12/22/2016,53.19,52.08,6255.3,5898.3,53.19,52.08,1135.5,1128.6,1.0437,0.39
1533,12/21/2016,53.79,52.32,6524.1,6159.6,53.79,52.32,1138.8,1131.0,1.0425,0.39
1534,12/20/2016,52.7,51.85,6453.0,6169.8,52.7,51.85,1141.7,1127.3,1.0387,0.39
1535,12/19/2016,52.52,51.51,6469.6,6009.8,52.52,51.51,1144.4,1135.5,1.0402,0.39
1536,12/16/2016,52.08,50.5,6570.2,6043.4,52.08,50.5,1143.2,1128.5,1.0451,0.39
1537,12/15/2016,51.48,49.95,6620.2,6197.0,51.48,49.95,1146.0,1124.3,1.0414,0.39
1538,12/14/2016,52.78,50.67,6725.2,6138.8,52.78,50.67,1168.0,1140.0,1.0537,0.39
1539,12/13/2016,53.41,52.35,7149.7,6689.9,53.41,52.35,1167.0,1156.3,1.0627,0.39
1540,12/12/2016,54.51,52.18,7143.6,6852.5,54.51,52.18,1167.9,1152.5,1.0635,0.39
1541,12/09/2016,51.66,50.86,7087.6,6887.9,51.66,50.86,1173.8,1157.6,1.0562,0.39
1542,12/08/2016,50.98,49.61,7484.2,6949.7,50.98,49.61,1180.7,1170.9,1.0615,0.39
1543,12/07/2016,51.2,49.72,7535.6,7293.5,51.2,49.72,1182.3,1167.2,1.0753,0.39
1544,12/06/2016,51.6,50.28,7701.4,7470.6,51.6,50.28,1177.1,1168.1,1.0719,0.39
1545,12/05/2016,52.42,50.93,7753.2,7449.2,52.42,50.93,1190.2,1158.6,1.0764,0.39
1546,12/02/2016,51.73,50.18,8176.5,7649.8,51.73,50.18,1180.3,1168.4,1.0673,0.39
1547,12/01/2016,51.8,48.98,8262.0,7874.4,51.8,48.98,1178.4,1162.2,1.0662,0.39
1548,11/30/2016,49.9,45.22,8275.4,8113.3,49.9,45.22,1196.8,1171.3,1.0588,0.39
1549,11/29/2016,46.98,44.82,8234.1,8077.4,46.98,44.82,1197.7,1182.6,1.065,0.39
1550,11/28/2016,47.65,45.14,8273.8,7808.3,47.65,45.14,1198.4,1184.0,1.0615,0.39
1551,11/25/2016,48.26,45.88,8304.3,7861.0,48.26,45.88,1193.2,1172.0,1.0587,0.39
1552,11/24/2016,48.26,47.8,8484.6,8062.1,48.26,47.8,1192.7,1170.3,1.0554,0.39
1553,11/23/2016,48.43,47.4,8479.8,7701.9,48.43,47.4,1215.8,1182.5,1.056,0.39
1554,11/22/2016,49.2,47.17,7809.6,7379.2,49.2,47.17,1222.2,1207.6,1.0626,0.39
1555,11/21/2016,47.8,45.77,7575.3,7343.7,47.8,45.77,1219.0,1207.0,1.0629,0.39
1556,11/18/2016,45.77,44.55,7460.8,7223.5,45.77,44.55,1216.0,1204.0,1.0588,0.39
1557,11/17/2016,46.58,44.88,7683.6,7292.0,46.58,44.88,1232.3,1212.6,1.0626,0.39
1558,11/16/2016,46.41,45.03,7558.4,7288.8,46.41,45.03,1234.1,1222.5,1.069,0.39
1559,11/15/2016,46.09,43.55,7581.2,7249.3,46.09,43.55,1232.0,1219.9,1.0722,0.39
1560,11/14/2016,43.81,42.2,7453.2,6666.0,43.81,42.2,1231.0,1212.5,1.0737,0.39
1561,11/11/2016,44.63,43.03,6749.2,6344.1,44.63,43.03,1265.3,1222.8,1.0856,0.39
1562,11/10/2016,45.64,44.25,6399.6,6238.5,45.64,44.25,1292.8,1255.8,1.0893,0.39
1563,11/09/2016,45.95,43.07,6313.5,6192.5,45.95,43.07,1339.0,1272.0,1.0909,0.39
1564,11/08/2016,45.39,44.41,6333.8,6144.5,45.39,44.41,1291.2,1277.3,1.1026,0.39
1565,11/07/2016,45.01,44.11,6389.4,6088.8,45.01,44.11,1294.7,1282.6,1.104,0.39
1566,11/04/2016,44.87,43.57,6409.7,6296.6,44.87,43.57,1309.0,1298.8,1.1138,0.39
1567,11/03/2016,45.9,44.37,6686.8,6291.5,45.9,44.37,1309.0,1291.7,1.1105,0.39
1568,11/02/2016,46.47,44.96,6793.8,6637.7,46.47,44.96,1310.7,1295.7,1.1097,0.39
1569,11/01/2016,47.35,46.2,6784.0,6694.3,47.35,46.2,1293.9,1279.1,1.1056,0.39
1570,10/31/2016,48.74,46.63,6805.9,6531.1,48.74,46.63,1281.0,1275.0,1.0981,0.39
1571,10/28/2016,49.81,48.42,6638.2,6458.3,49.81,48.42,1278.6,1278.6,1.0987,0.39
1572,10/27/2016,50.06,49.0,6693.6,6466.1,50.06,49.0,1273.7,1265.2,1.0897,0.39
1573,10/26/2016,50.1,48.87,6774.5,6442.3,50.1,48.87,1277.2,1265.1,1.0909,0.39
1574,10/25/2016,50.93,49.27,6676.6,6513.5,50.93,49.27,1277.5,1262.4,1.0888,0.39
1575,10/24/2016,50.98,49.62,6680.0,6275.0,50.98,49.62,1272.8,1260.1,1.0883,0.39
1576,10/21/2016,51.02,50.21,6445.1,6284.7,51.02,50.21,1268.8,1261.7,1.0884,0.39
1577,10/20/2016,51.58,50.25,6498.5,6204.0,51.58,50.25,1275.9,1265.5,1.093,0.39
1578,10/19/2016,51.93,50.69,6284.9,5818.5,51.93,50.69,1274.4,1261.1,1.0974,0.39
1579,10/18/2016,50.78,49.76,6178.4,5854.0,50.78,49.76,1265.6,1255.9,1.0981,0.39
1580,10/17/2016,50.58,49.47,6187.3,6025.4,50.58,49.47,1258.2,1251.1,1.0999,0.39
1581,10/14/2016,51.14,49.9,6267.7,6060.0,51.14,49.9,1260.7,1246.9,1.0971,0.39
1582,10/13/2016,50.59,49.36,6331.2,6101.7,50.59,49.36,1263.9,1254.7,1.1056,0.39
1583,10/12/2016,51.17,49.89,6248.3,5785.3,51.17,49.89,1260.5,1251.2,1.1008,0.39
1584,10/11/2016,51.54,50.39,6259.0,6032.8,51.54,50.39,1264.0,1254.3,1.1054,0.39
1585,10/10/2016,51.6,49.15,6739.7,5955.0,51.6,49.15,1266.8,1258.5,1.1138,0.39
1586,10/07/2016,50.74,49.4,6797.5,6695.1,50.74,49.4,1267.6,1243.2,1.1201,0.39
1587,10/06/2016,50.63,49.33,6812.7,6575.1,50.63,49.33,1271.6,1251.8,1.1151,0.39
1588,10/05/2016,49.97,49.1,6839.5,6681.5,49.97,49.1,1279.4,1264.1,1.1206,0.39
1589,10/04/2016,49.26,48.26,6794.5,6410.9,49.26,48.26,1315.4,1269.0,1.1204,0.39
1590,10/03/2016,49.02,47.78,6593.0,6452.1,49.02,47.78,1322.6,1311.8,1.1211,0.39
1591,09/30/2016,48.3,47.04,6564.2,6358.0,48.3,47.04,1331.5,1316.0,1.1241,0.39
1592,09/29/2016,48.32,46.6,6655.8,6395.7,48.32,46.6,1329.4,1318.6,1.1223,0.39
1593,09/28/2016,47.45,44.35,6711.5,6283.6,47.45,44.35,1328.0,1319.4,1.1216,0.39
1594,09/27/2016,45.96,44.19,6624.6,6129.1,45.96,44.19,1339.3,1326.6,1.1215,0.39
1595,09/26/2016,46.2,44.43,6887.2,6476.0,46.2,44.43,1343.5,1334.5,1.1254,0.39
1596,09/23/2016,46.55,44.22,6910.8,6657.2,46.55,44.22,1341.4,1336.2,1.1226,0.39
1597,09/22/2016,46.52,45.52,7516.3,6668.1,46.52,45.52,1343.6,1333.5,1.1208,0.39
1598,09/21/2016,45.65,44.5,7689.0,7493.3,45.65,44.5,1336.0,1309.0,1.1189,0.39
1599,09/20/2016,44.05,42.55,7710.5,7556.9,44.05,42.55,1317.7,1313.2,1.1155,0.39
1600,09/19/2016,44.15,43.12,7754.7,7657.7,44.15,43.12,1318.3,1310.4,1.1174,0.39
1601,09/16/2016,43.75,42.74,7699.1,7504.4,43.75,42.74,1317.6,1307.0,1.1155,0.39
1602,09/15/2016,44.34,43.26,7672.6,7391.0,44.34,43.26,1327.5,1310.5,1.1244,0.39
1603,09/14/2016,45.33,43.42,7759.9,7468.4,45.33,43.42,1325.2,1318.0,1.125,0.39
1604,09/13/2016,46.13,44.77,7775.0,7611.3,46.13,44.77,1332.1,1316.5,1.122,0.39
1605,09/12/2016,46.51,44.72,7694.5,7467.9,46.51,44.72,1330.5,1321.0,1.1234,0.39
1606,09/09/2016,47.36,45.56,7610.4,7375.8,47.36,45.56,1340.8,1329.0,1.1233,0.39
1607,09/08/2016,47.75,45.77,7611.9,7355.0,47.75,45.77,1350.5,1338.2,1.1261,0.39
1608,09/07/2016,46.17,44.55,7565.2,7306.8,46.17,44.55,1354.7,1345.4,1.1239,0.39
1609,09/06/2016,46.53,43.84,7533.0,7069.8,46.53,43.84,1352.5,1327.3,1.1256,0.39
1610,09/05/2016,46.53,44.07,7446.9,7090.6,46.53,44.07,1357.2,1325.5,1.1147,0.39
1611,09/02/2016,44.67,43.16,7619.3,7331.5,44.67,43.16,1328.6,1309.0,1.1156,0.39
1612,09/01/2016,45.08,43.0,7653.4,7355.6,45.08,43.0,1316.6,1304.0,1.1198,0.39
1613,08/31/2016,46.41,44.51,7736.6,7293.4,46.41,44.51,1315.8,1309.0,1.1158,0.39
1614,08/30/2016,47.49,46.21,8047.4,7467.6,47.49,46.21,1314.7,1314.7,1.1143,0.39
1615,08/29/2016,47.28,46.62,8414.5,7979.3,47.28,46.62,1325.1,1314.5,1.1189,0.39
1616,08/26/2016,48.46,46.94,8550.6,8375.5,48.46,46.94,1342.3,1318.3,1.1198,0.39
1617,08/25/2016,47.46,46.42,8580.4,8184.7,47.46,46.42,1326.5,1317.4,1.1283,0.39
1618,08/24/2016,47.74,46.45,8389.1,8153.2,47.74,46.45,1340.1,1323.6,1.1263,0.39
1619,08/23/2016,48.32,46.59,8273.6,7939.8,48.32,46.59,1344.9,1335.3,1.1306,0.39
1620,08/22/2016,48.4,46.75,8458.7,8022.3,48.4,46.75,1341.5,1331.6,1.1319,0.39
1621,08/19/2016,48.75,47.93,8496.4,8120.1,48.75,47.93,1354.0,1338.1,1.1326,0.39
1622,08/18/2016,48.38,46.63,8842.1,8436.5,48.38,46.63,1357.5,1347.4,1.1354,0.39
1623,08/17/2016,46.95,45.84,8878.3,8305.1,46.95,45.84,1352.6,1336.8,1.1288,0.39
1624,08/16/2016,46.73,45.34,8758.4,8330.0,46.73,45.34,1360.0,1340.7,1.1278,0.39
1625,08/15/2016,45.93,44.38,8646.1,8184.1,45.93,44.38,1344.9,1336.8,1.1184,0.39
1626,08/12/2016,44.78,43.31,9028.7,8359.6,44.78,43.31,1358.0,1334.2,1.1161,0.39
1627,08/11/2016,43.86,41.1,9393.3,9013.4,43.86,41.1,1354.7,1337.3,1.1137,0.39
1628,08/10/2016,43.39,41.42,9377.9,8988.0,43.39,41.42,1359.0,1341.5,1.1176,0.39
1629,08/09/2016,43.52,42.47,9404.4,9079.8,43.52,42.47,1343.9,1331.3,1.1119,0.39
1630,08/08/2016,43.39,41.81,9675.6,9204.2,43.39,41.81,1338.8,1330.6,1.1092,0.39
1631,08/05/2016,42.1,41.06,9957.7,9446.7,42.1,41.06,1366.1,1335.4,1.1086,0.39
1632,08/04/2016,42.08,40.43,9992.8,9691.3,42.08,40.43,1366.8,1350.7,1.113,0.39
1633,08/03/2016,41.2,39.19,9800.9,9549.0,41.2,39.19,1368.7,1356.2,1.1149,0.39
1634,08/02/2016,40.91,39.26,9809.4,9171.4,40.91,39.26,1369.7,1349.5,1.1227,0.39
1635,08/01/2016,41.88,39.82,9265.7,8991.9,41.88,39.82,1357.6,1349.1,1.1162,0.39
1636,07/29/2016,41.67,40.57,9245.1,8851.0,41.67,40.57,1357.4,1330.5,1.1174,0.39
1637,07/28/2016,42.22,41.04,9456.7,9135.4,42.22,41.04,1348.4,1335.1,1.1075,0.39
1638,07/27/2016,43.2,41.68,9565.1,9182.8,43.2,41.68,1344.0,1317.3,1.1058,0.39
1639,07/26/2016,43.39,42.36,9428.9,8895.5,43.39,42.36,1325.7,1316.3,1.0987,0.39
1640,07/25/2016,44.37,42.97,9386.3,8920.2,44.37,42.97,1325.0,1314.3,1.0994,0.39
1641,07/22/2016,44.97,43.74,9303.6,8669.8,44.97,43.74,1335.4,1321.6,1.0976,0.39
1642,07/21/2016,46.09,44.52,9753.1,8768.1,46.09,44.52,1335.6,1312.9,1.1025,0.39
1643,07/20/2016,45.25,43.69,9734.8,8937.0,45.25,43.69,1340.7,1314.7,1.1015,0.39
1644,07/19/2016,45.67,44.53,9001.0,8785.3,45.67,44.53,1336.3,1329.5,1.1022,0.39
1645,07/18/2016,46.14,44.86,9022.3,8766.5,46.14,44.86,1337.1,1325.7,1.1074,0.39
1646,07/15/2016,46.33,45.05,9027.7,8614.5,46.33,45.05,1340.3,1324.8,1.1036,0.39
1647,07/14/2016,45.8,44.95,8926.2,8224.5,45.8,44.95,1348.5,1323.0,1.112,0.39
1648,07/13/2016,46.71,44.56,8303.7,8126.7,46.71,44.56,1348.1,1331.4,1.109,0.39
1649,07/12/2016,46.93,44.51,8227.6,7895.3,46.93,44.51,1360.6,1333.0,1.1059,0.39
1650,07/11/2016,45.77,44.42,8171.7,7852.8,45.77,44.42,1376.2,1355.1,1.1058,0.39
1651,07/08/2016,45.97,44.77,8412.9,7908.5,45.97,44.77,1369.9,1338.6,1.1054,0.39
1652,07/07/2016,48.25,44.87,8411.5,8004.6,48.25,44.87,1374.4,1354.1,1.1063,0.39
1653,07/06/2016,47.95,45.92,8180.2,7839.3,47.95,45.92,1378.5,1363.3,1.1099,0.39
1654,07/05/2016,49.35,46.33,8228.0,7756.6,49.35,46.33,1361.2,1342.5,1.1076,0.39
1655,07/04/2016,49.35,48.54,8009.6,6779.3,49.35,48.54,1360.3,1338.5,1.1156,0.39
1656,07/01/2016,49.3,47.9,6899.5,6671.6,49.3,47.9,1346.8,1334.1,1.1136,0.39
1657,06/30/2016,49.62,48.17,7192.5,6633.2,49.62,48.17,1325.6,1318.4,1.1105,0.39
1658,06/29/2016,50.0,47.98,7113.4,6903.9,50.0,47.98,1328.6,1328.6,1.1125,0.39
1659,06/28/2016,48.18,46.54,7071.9,6616.1,48.18,46.54,1329.5,1308.2,1.1067,0.39
1660,06/27/2016,47.96,45.83,6859.7,6523.4,47.96,45.83,1340.0,1320.8,1.1026,0.39
1661,06/24/2016,50.45,46.7,6918.2,6592.5,50.45,46.7,1362.6,1252.8,1.1117,0.39
1662,06/23/2016,50.23,49.08,7432.9,6726.9,50.23,49.08,1274.9,1256.9,1.1389,0.39
1663,06/22/2016,50.54,48.4,7519.3,7032.9,50.54,48.4,1273.5,1263.8,1.1297,0.39
1664,06/21/2016,49.32,48.16,7121.3,6787.6,49.32,48.16,1297.4,1267.1,1.1242,0.39
1665,06/20/2016,49.42,48.14,7047.7,6460.1,49.42,48.14,1296.8,1280.8,1.1314,0.39
1666,06/17/2016,48.29,45.83,7221.5,6804.9,48.29,45.83,1302.7,1278.8,1.1277,0.39
1667,06/16/2016,47.75,45.91,7288.1,6603.8,47.75,45.91,1318.9,1280.1,1.1226,0.39
1668,06/15/2016,48.72,47.28,7980.7,6954.9,48.72,47.28,1300.0,1281.3,1.1259,0.39
1669,06/14/2016,48.69,47.84,8110.4,7754.5,48.69,47.84,1293.0,1278.6,1.1208,0.39
1670,06/13/2016,49.28,48.16,8218.3,7760.6,49.28,48.16,1290.3,1275.2,1.1292,0.39
1671,06/10/2016,50.73,48.8,8515.7,7865.9,50.73,48.8,1280.9,1267.3,1.1251,0.39
1672,06/09/2016,51.67,50.23,8679.0,8392.2,51.67,50.23,1274.4,1259.4,1.1316,0.39
1673,06/08/2016,51.62,50.32,9008.8,8523.6,51.62,50.32,1267.2,1245.5,1.1394,0.39
1674,06/07/2016,50.53,49.44,8917.0,8305.6,50.53,49.44,1249.0,1236.9,1.1358,0.39
1675,06/06/2016,49.9,48.71,9096.2,8499.1,49.9,48.71,1251.3,1242.1,1.1355,0.39
1676,06/03/2016,49.41,48.33,9173.4,8775.1,49.41,48.33,1247.4,1209.1,1.1367,0.39
1677,06/02/2016,49.47,47.97,9039.6,8326.8,49.47,47.97,1220.0,1212.0,1.1151,0.39
1678,06/01/2016,49.25,47.75,8698.3,8127.7,49.25,47.75,1222.9,1208.2,1.1188,0.39
1679,05/31/2016,50.1,48.81,8283.6,7323.3,50.1,48.81,1220.6,1201.5,1.1132,0.39
1680,05/30/2016,49.75,49.08,8344.8,7760.2,49.75,49.08,1220.6,1201.5,1.1147,0.39
1681,05/27/2016,49.6,48.69,8427.0,7691.7,49.6,48.69,1225.8,1209.0,1.1115,0.39
1682,05/26/2016,50.21,49.22,9353.4,7958.5,50.21,49.22,1234.9,1219.9,1.1194,0.39
1683,05/25/2016,49.75,48.65,9482.0,8875.1,49.75,48.65,1231.6,1219.2,1.1155,0.39
1684,05/24/2016,49.27,47.64,9892.2,8804.1,49.27,47.64,1251.1,1228.0,1.1141,0.39
1685,05/23/2016,48.5,47.4,9719.6,8516.4,48.5,47.4,1257.6,1246.0,1.1219,0.39
1686,05/20/2016,48.79,47.44,9500.0,8691.1,48.79,47.44,1261.9,1251.9,1.1224,0.39
1687,05/19/2016,48.28,46.73,9420.5,8351.0,48.28,46.73,1263.0,1246.0,1.1203,0.39
1688,05/18/2016,48.95,47.75,10109.0,9037.0,48.95,47.75,1283.3,1257.4,1.1217,0.39
1689,05/17/2016,48.76,47.53,10899.0,9422.1,48.76,47.53,1285.0,1271.5,1.1314,0.39
1690,05/16/2016,47.98,46.15,11316.4,10412.0,47.98,46.15,1290.3,1274.0,1.132,0.39
1691,05/13/2016,46.49,45.75,11506.9,11281.2,46.49,45.75,1277.6,1266.8,1.1308,0.39
1692,05/12/2016,47.02,45.61,11490.3,10878.4,47.02,45.61,1283.0,1264.3,1.1377,0.39
1693,05/11/2016,46.36,43.96,11420.7,9585.5,46.36,43.96,1281.2,1268.8,1.1427,0.39
1694,05/10/2016,44.79,43.03,11167.0,10677.1,44.79,43.03,1271.7,1261.2,1.1372,0.39
